"Language","original","german","english","czech","russian","polish","hungarian","italian","spanish","french","chinese","japanese","portuguese","chinesesimp",
"lb_message_demoted_to_info","You were Demoted to %rank% Rank","Du wurdest zum %rank% degradiert","You were Demoted to %rank% Rank","You were Demoted to %rank% Rank","Вы были понижены до %rank% Ранк","Zostałeś zdegradowany do %rank% Rangi","You were Demoted to %rank% Rank","You were Demoted to %rank% Rank","has sido degradado %rank% Rango","Vous avez été rétrogradé à %rank% Rang","你被降职了 %rank% 等级","你被降职了 %rank% 等级","You were Demoted to %rank% Rank","你被降职了 %rank% 等级",
"lb_message_kick_target","You Kicked %name% from your Group","Du hast %name% aus der Gruppe geworfen","You Kicked %name% from your Group","You Kicked %name% from your Group","Вас выгнали %name% из вашей Группы","Zostałeś wyrzucony %name% Twojej grupy","You Kicked %name% from your Group","You Kicked %name% from your Group","Has sido expulsado %name% De tu Clan","Tu as été kick %name% de votre groupe","你踢了 %name% 来自您的团队","你踢了 %name% 来自您的团队","You Kicked %name% from your Group","你踢了 %name% 来自您的团队",
"lb_message_kick_info","You were Kicked from %name%","Du wurdest aus der Gruppe %name% geworfen","You were Kicked from %name%","You were Kicked from %name%","Вы были выгнаны из %name% Исключен","Zostałeś wyrzucony z %name%","You were Kicked from %name%","You were Kicked from %name%","Has sido expulsado de %name% Expulsado","Tu as été kick par %name%","你被开除了 %name%","你被开除了 %name%","You were Kicked from %name%","你被开除了 %name%",
"lb_message_invite","%invitedby% invited you to his Group %name% Press CTRL + J to join.","%invitedby% hat dich in seine Gruppe %name% eingeladen. Drücke STRG + J zum Beitreten.","%invitedby% invited you to his Group %name% Press CTRL + J to join.","%invitedby% invited you to his Group %name% Press CTRL + J to join.","%invitedby% пригласил Вас в свою группу %name% Нажмите CTRL + J чтобы войти.","%invitedby% zaprosił Cię do swojej grupy %name% Przyciśnij CTRL + J , aby dołączyć.","%invitedby% invited you to his Group %name% Press CTRL + J to join.","%invitedby% invited you to his Group %name% Press CTRL + J to join.","%invitedby% Te invito a su Clan %name% Pulsa CTRL + J para entrar.","%invitedby% Vous a invité dans son groupe %name% Appuyez sur CTRL + J pour rejoindre","%invitedby% 邀请你参加他的小组 %name% 按CTRL+J组合键进行连接.","%invitedby% 邀请你参加他的小组 %name% 按CTRL+J组合键进行连接.","%invitedby% invited you to his Group %name% Press CTRL + J to join.","%invitedby% 邀请你参加他的小组 %name% 按CTRL+J组合键进行连接.",
"lb_message_youalready_in_group","You are already in a Group !","Du bist bereits in einer Gruppe !","You are already in a Group !","You are already in a Group !","Вы уже в группе !","Należysz już do grupy !","You are already in a Group !","You are already in a Group !","Ya estas en este Clan !","Vous êtes déjà dans un groupe","您已经在一个组中 !","您已经在一个组中 !","You are already in a Group !","您已经在一个组中 !",
"lb_message_squad_required_to_setup_plotpole","You need to have a group to setup the FlagPole !","Du brauchst eine Gruppe, um eine Flagge aufzustellen !","You need to have a group to setup the FlagPole !","You need to have a group to setup the FlagPole !","Вы должны быть в группе для установки флагштока !","Potrzebujesz grupy, aby postawić Flagę !","You need to have a group to setup the FlagPole !","You need to have a group to setup the FlagPole !","Necesitas tener un Clan para instalar una bandera !","Vous devez avoir un groupe pour configurer le FlagPole","你需要一个团队来设置旗杆 !","你需要一个团队来设置旗杆 !","You need to have a group to setup the FlagPole !","你需要一个团队来设置旗杆 !",
"lb_message_max_plotpole_reached","Maximum amount of Flagpoles reached !","Maximale Anzahl an Flagpoles erreicht","Maximum amount of Flagpoles reached !","Maximum amount of Flagpoles reached !","Достигнут лимит по флагштокам !","Osiągnałeś maksymalną ilość Flag !","Maximum amount of Flagpoles reached !","Maximum amount of Flagpoles reached !","Maximo de banderas alcanzado !","Nombre maximum de FlagPole atteints","达到的旗杆最大数量 !","达到的旗杆最大数量 !","Maximum amount of Flagpoles reached !","达到的旗杆最大数量 !",
"lb_action_claim_flag","Claim Flag","Flagge übernehmen","Claim Flag","Claim Flag","Требуется флаг","Przejmij Flagę","Claim Flag","Claim Flag","Reclamar bandera","Revendiquer le drapeau","索赔标志","索赔标志","Claim Flag","索赔标志",
"lb_chat_text_size","Chat Text Size:","Chat Textgröße","Chat Text Size:","Chat Text Size:","Размер текста в чате:","Rozmiar Czatu:","Chat Text Size:","Chat Text Size:","Tamañao del Chat:","Taille du chat :","聊天文本大小:","聊天文本大小:","Chat Text Size:","聊天文本大小:",
"lb_ping_icon_size","Ping Icon Size:","Ping Icongröße","Ping Icon Size:","Ping Icon Size:","Размер иконки:","Rozmiar Pingu:","Ping Icon Size:","Ping Icon Size:","Tamaño del icono:","Taille de l’icône Ping :","Ping图标大小:","Ping图标大小:","Ping Icon Size:","Ping图标大小:",
"lb_show_chat_tag","Show Group Tag in Chat","Zeige Gruppen Tag im Chat","Show Group Tag in Chat","Show Group Tag in Chat","Показывать тег группы в чате","Pokaż TAG grupy na czacie","Show Group Tag in Chat","Show Group Tag in Chat","Mostrar Tag de Clan en el chat","Afficher le tag de groupe dans le chat","在聊天中显示组标记","在聊天中显示组标记","Show Group Tag in Chat","在聊天中显示组标记",
"lb_message_only_deploy_in_own_territorry","You need a Territorry to deploy this Object !","Du brauchst ein Territorium, um das Objekt zu platzieren !","You need a Territorry to deploy this Object !","You need a Territorry to deploy this Object !","Вам нужна территория для установки данного объекта !","Potrzebujesz terytorium, aby postawić ten obiekt !","You need a Territorry to deploy this Object !","You need a Territorry to deploy this Object !","Necesitas un Territorio para instalar este objeto !","Vous avez besoin d’un territoire pour déployer cet objet","您需要一个领地来部署此对象 !","您需要一个领地来部署此对象 !","You need a Territorry to deploy this Object !","您需要一个领地来部署此对象 !",
"lb_playerlist_style","Player List Style:","Spieler Liste:","Player List Style:","Player List Style:","Стиль списка игроков:","Wygląd listy graczy:","Player List Style:","Player List Style:","Estilo de la lista de jugadores:","Style de liste des joueurs :","玩家名单风格:","玩家名单风格:","Player List Style:","玩家名单风格:",
"lb_refresh","Refresh","Aktualisieren","Refresh","Refresh","Обновить","Odśwież","Refresh","Refresh","Recargar","Rafraîchir","刷新","刷新","Refresh","刷新",
"lb_header_grp_management","Group Management","Gruppenverwaltung","Group Management","Group Management","Управление группами","Zarządzanie grupą","Group Management","Group Management","Clan manager","Gestion de groupe","集团管理","集团管理","Group Management","集团管理",
"lb_header_group_info","Group Information","Gruppen Informationen","Group Information","Group Information","Информация о группе","Informacja grupy","Group Information","Group Information","Informacion del Clan","Informations de groupe","小组信息","小组信息","Group Information","小组信息",
"lb_btn_copy_coords","Copy Player Coordinates","Koordinaten kopieren","Copy Player Coordinates","Copy Player Coordinates","Копировать координаты","Kopiuj swoje współrzędne","Copy Player Coordinates","Copy Player Coordinates","Copiar coordenadas del jugador","Copier les coordonnées","复制玩家坐标","复制玩家坐标","Copy Player Coordinates","复制玩家坐标",
"lb_drag_markers","Drag Markers","Marker verschieben","Drag Markers","Drag Markers","Перетащить маркер","Przeciągnij znacznik","Drag Markers","Drag Markers","Desmarcar","Glisser les marqueurs","拖动标记","拖动标记","Drag Markers","拖动标记",
"lb_zones_list","No Build Zones:","keine Bauzonen:","No Build Zones:","No Build Zones:","Зона без строительства:","Strefy bez budowania:","No Build Zones:","No Build Zones:","Zono restringida de constuccion:","No Build Zones :","禁止建造区:","禁止建造区:","No Build Zones:","禁止建造区:",
"lb_zones_add","Add new Zone","Verbotszone hinzufügen","Add new Zone","Add new Zone","Добавить новую зону","Dodaj nową strefę","Add new Zone","Add new Zone","Añadir nueva zona","Ajouter une zone","添加新区域","添加新区域","Add new Zone","添加新区域",
"lb_zones_desc_radius","Zone Radius:","Zonen Radius:","Zone Radius:","Zone Radius:","Радиус зоны:","Zasięg strefy:","Zone Radius:","Zone Radius:","Radio de la zona:","Rayon de zone :","区域半径:","区域半径:","Zone Radius:","区域半径:",
"lb_zones_desc_name","Zone Name:","Zonen Name:","Zone Name:","Zone Name:","Имя зоны:","Nazwa strefy:","Zone Name:","Zone Name:","Nombre de la zona:","Nom de la zone :","区域名称:","区域名称:","Zone Name:","区域名称:",
"lb_gps_size","GPS Size:","GPS Größe:","GPS Size:","GPS Size:","Размер GPS:","Rozmiar GPS:","GPS Size:","GPS Size:","Tamaño del GPS:","Taille du GPS :","GPS 尺寸:","GPS 尺寸:","GPS Size:","GPS 尺寸:",
"lb_gps_zoom","GPS zoom:","GPS Zoom:","GPS zoom:","GPS zoom:","Увеличение GPS:","Powiększenie GPS:","GPS zoom:","GPS zoom:","GPS zoom:","Zoom GPS :","GPS 变焦:","GPS 变焦:","GPS zoom:","GPS 变焦:",
"lb_enable_gps_info","Enable GPS (default Toggle Keybind: ""B"")","GPS Aktivieren (Standard Key: ""H"")","Enable GPS (default Toggle Keybind: ""B"")","Enable GPS (default Toggle Keybind: ""B"")","Включить GPS (по умолчанию клавиша: ""B"")","Włącz GPS (domyślnie: B"")","Enable GPS (default Toggle Keybind: ""B"")","Enable GPS (default Toggle Keybind: ""B"")","Activar GPS (Tecla por defecto: ""B"")","Activer le GPS (touche : B)","启用GPS（默认切换键绑定）: ""B"")","启用GPS（默认切换键绑定）: ""B"")","Enable GPS (default Toggle Keybind: ""B"")","启用GPS（默认切换键绑定）: ""B"")",
"lb_show_no_build_info","Show No Build Zones:","Bauverbotszonen anzeigen:","Show No Build Zones:","Show No Build Zones:","Показать зоны с запретом строительства:","Pokaż strefy bez budowania:","Show No Build Zones:","Show No Build Zones:","Mostrar zonas restringidas:","Afficher les No Build Zones :","显示无构建区域:","显示无构建区域:","Show No Build Zones:","显示无构建区域:",
"lb_playermarker_pos","Player Marker Position:","Spieler Marker Position:","Player Marker Position:","Player Marker Position:","Позиция маркера игрока:","Pozycja znacznika gracza:","Player Marker Position:","Player Marker Position:","Marca de la posicion del jugador:","Position du marqueur du joueur :","玩家标记位置:","玩家标记位置:","Player Marker Position:","玩家标记位置:",
"lb_txt_delete","Delete","Löschen","Delete","Delete","Удалить","Usunąć","Delete","Delete","Delete","Supprimer","Delete","Delete","Delete","Delete",
"lb_txt_ok","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK",
"lb_txt_enable_no_build_zones","Enable No Build Zones","Verbotszonen aktivieren","Enable No Build Zones","Enable No Build Zones","Включить зоны с запретом строительства","Włącz strefy zakazu budowania","Enable No Build Zones","Enable No Build Zones","Enable No Build Zones","Activer No Build Zones","Enable No Build Zones","Enable No Build Zones","Enable No Build Zones","Enable No Build Zones",
"lb_txt_toggle_placing","Toggle Placing","Platzieren umschalten","Toggle Placing","Toggle Placing","ВКЛ/ВЫКЛ размещение","Przełącz Umieszczanie","Toggle Placing","Toggle Placing","Toggle Placing","Activer placement","Toggle Placing","Toggle Placing","Toggle Placing","Toggle Placing",
"lb_txt_show_all_teritorry_flags","Show All Territorry Flags","Alle Flaggen anzeigen","Show All Territorry Flags","Show All Territorry Flags","Показать все флаги территорий","Pokaż wszystkie Flagi","Show All Territorry Flags","Show All Territorry Flags","Show All Territorry Flags","Afficher les drapeaux","Show All Territorry Flags","Show All Territorry Flags","Show All Territorry Flags","Show All Territorry Flags",
"lb_edit_marker","Edit Marker","Marker bearbeiten","Edit Marker","Edit Marker","Настроить маркер","Edytuj znacznik","Edit Marker","Edit Marker","Edit Marker","Edition marqueurs","Edit Marker","Edit Marker","Edit Marker","Edit Marker",
"lb_copied_user_details","User Details Copied to Clipboard","Spieler Infos in Zwischenablage kopiert","User Details Copied to Clipboard","User Details Copied to Clipboard","Подробности скопированы в буфер обмена","Dane użytkownika skopiowane do schowka","User Details Copied to Clipboard","User Details Copied to Clipboard","User Details Copied to Clipboard","Infos joueur copiées dans le presse-papiers","User Details Copied to Clipboard","User Details Copied to Clipboard","User Details Copied to Clipboard","User Details Copied to Clipboard",
"lb_invite_name","Your Invite Name:","Dein Name:","Your Invite Name:","Your Invite Name:","Ваше имя для пришлашения:","Twoja nazwa zaproszenia:","Your Invite Name:","Your Invite Name:","Your Invite Name:","Nom de votre invitation :","Your Invite Name:","Your Invite Name:","Your Invite Name:","Your Invite Name:",
"lb_copied_user_position","Player Coordinates copied to Clipboard","Spieler Koordinaten in Zwischenablage kopiert","Player Coordinates copied to Clipboard","Player Coordinates copied to Clipboard","Координаты игрока скопированы в буфер обмена","Współrzędne gracza skopiowane do schowka","Player Coordinates copied to Clipboard","Player Coordinates copied to Clipboard","Player Coordinates copied to Clipboard","Coordonnées du joueur copiées dans le presse-papiers","Player Coordinates copied to Clipboard","Player Coordinates copied to Clipboard","Player Coordinates copied to Clipboard","Player Coordinates copied to Clipboard",
"lb_page_settings","Settings","Einstellungen","Settings","Settings","Настройки","Ustawienia","Settings","Settings","Settings","Réglages","Settings","Settings","Settings","Settings",
"lb_page_group","Group","Gruppe","Group","Group","Группа","Grupa","Group","Group","Group","Groupe","Group","Group","Group","Group",
"lb_page_info","Info","Info","Info","Info","Информация","Informacje","Info","Info","Info","Info","Info","Info","Info","Info",
"lb_page_markers","Markers","Marker","Markers","Markers","Маркеры","Znaczniki","Markers","Markers","Markers","Marqueurs","Markers","Markers","Markers","Markers",
"lb_ag_admin_menu_no_build","No Build","Bauverbotszonen","No Build","No Build","Запрет строительства","Zakaz Budowy","No Build","No Build","No Build","No Build","No Build","No Build","No Build","No Build",
"lb_input_open_map","Open Map","Karte öffnen","Open Map","Open Map","Открыть карту","Otwórz Mapę","Open Map","Open Map","Open Map","Ouvrir la carte","Open Map","Open Map","Open Map","Open Map",
"lb_input_open_map_group","Open Group Page","Gruppen Seite öffnen","Open Group Page","Open Group Page","Открыть страницу группы","Otwórz Stronę Grupy","Open Group Page","Open Group Page","Open Group Page","Ouvrir la page de groupe","Open Group Page","Open Group Page","Open Group Page","Open Group Page",
"lb_input_tactical_ping","Tactical Ping","Taktischer Ping","Tactical Ping","Tactical Ping","Тактический маркер","Taktyczny Ping","Tactical Ping","Tactical Ping","Tactical Ping","Ping tactique","Tactical Ping","Tactical Ping","Tactical Ping","Tactical Ping",
"lb_input_clear_tactical_ping","Clear Tactical Ping","Taktischen Ping löschen","Clear Tactical Ping","Clear Tactical Ping","Очистить тактические маркеры","Wyczyść Ping Taktyczny","Clear Tactical Ping","Clear Tactical Ping","Clear Tactical Ping","Effacer les Ping tactique","Clear Tactical Ping","Clear Tactical Ping","Clear Tactical Ping","Clear Tactical Ping",
"lb_input_accept_invite","Accept Invite","Gruppen-Einladung annehmen","Accept Invite","Accept Invite","Принять приглашение","Akceptuj Zaproszenie","Accept Invite","Accept Invite","Accept Invite","Accepter l’invitation","Accept Invite","Accept Invite","Accept Invite","Accept Invite",
"lb_input_delete_marker","Delete Marker","Marker löschen","Delete Marker","Delete Marker","Удалить маркер","Usuń Znacznik","Delete Marker","Delete Marker","Delete Marker","Supprimer un marqueur","Delete Marker","Delete Marker","Delete Marker","Delete Marker",
"lb_input_toggle_visibility","Toggle 3D Marker visibility","3D Marker Anzeige umschalten","Toggle 3D Marker visibility","Toggle 3D Marker visibility","ВКЛ/ВЫКЛ 3D Маркер","Przełącz widoczność Markera 3D","Toggle 3D Marker visibility","Toggle 3D Marker visibility","Toggle 3D Marker visibility","Basculer la visibilité du marqueur 3D","Toggle 3D Marker visibility","Toggle 3D Marker visibility","Toggle 3D Marker visibility","Toggle 3D Marker visibility",
"lb_input_chat_channel","Switch Chat Channel","Chat Channel ändern","Switch Chat Channel","Switch Chat Channel","Переключение канала чата","Zmień Kanał Czatu","Switch Chat Channel","Switch Chat Channel","Switch Chat Channel","Changer de canal","Switch Chat Channel","Switch Chat Channel","Switch Chat Channel","Switch Chat Channel",
"lb_input_toggle_compass","Toggle Compass","Kompass umschalten","Toggle Compass","Toggle Compass","Включить компас","Przełącz Kompas","Toggle Compass","Toggle Compass","Toggle Compass","Activer la boussole","Toggle Compass","Toggle Compass","Toggle Compass","Toggle Compass",
"lb_input_toggle_playerlist","Toggle Playerlist","Spielerliste umschalten","Toggle Playerlist","Toggle Playerlist","Включить список игроков","Przełącz Listę Graczy","Toggle Playerlist","Toggle Playerlist","Toggle Playerlist","Activer liste des joueurs","Toggle Playerlist","Toggle Playerlist","Toggle Playerlist","Toggle Playerlist",
"lb_input_toggle_minimap","Toggle Minimap","Minimap umschalten","Toggle Minimap","Toggle Minimap","Включить мини-карту","Przełącz Minimapę","Toggle Minimap","Toggle Minimap","Toggle Minimap","Activer Minimap","Toggle Minimap","Toggle Minimap","Toggle Minimap","Toggle Minimap",
"lb_global_chat","Chat","Chat","Chat","Chat","Чат","Czat","Chat","Chat","Chat","Chat","Chat","Chat","Chat","Chat",
"lb_chat_channel","Changed Text Channel to: ","Text-Kanal geändert zu: ","Changed Text Channel to: ","Changed Text Channel to: ","Изменен текстовый канал на: ","Zmieniono Kanał Tekstowy na: ","Changed Text Channel to: ","Changed Text Channel to: ","Changed Text Channel to: ","Changed Text Channel to: ","Changed Text Channel to: ","Changed Text Channel to: ","Changed Text Channel to: ","Changed Text Channel to: ",
"ag_warn_group_leave","You are about to leave the group ! If you are the Leader, the next higher Member will become the new Leader. If you are the last member, the group will be deleted !","Du bist dabei die Gruppe zu verlassen ! Bist du der Anführer, wird der nächst höhere Spieler der Anführer. Bist du der letzte Spieler, wird die Gruppe gelöscht !","You are about to leave the group ! If you are the Leader, the next higher Member will become the new Leader. If you are the last member, the group will be deleted !","You are about to leave the group ! If you are the Leader, the next higher Member will become the new Leader. If you are the last member, the group will be deleted !","Вы собираетесь покинуть группу! Если вы являетесь Лидером новым Лидером станет следующий вышестоящий Участник! Если вы последний участник группа будет удалена!","Zamierzasz opuścić grupę ! Jeśli jesteś Liderem, następny wyższy Członek zostanie nowym Liderem. Jeśli jesteś ostatnim członkiem, grupa zostanie usunięta !","You are about to leave the group ! If you are the Leader, the next higher Member will become the new Leader. If you are the last member, the group will be deleted !","You are about to leave the group ! If you are the Leader, the next higher Member will become the new Leader. If you are the last member, the group will be deleted !","You are about to leave the group ! If you are the Leader, the next higher Member will become the new Leader. If you are the last member, the group will be deleted !","Le groupe sera supprimé","You are about to leave the group ! If you are the Leader, the next higher Member will become the new Leader. If you are the last member, the group will be deleted !","You are about to leave the group ! If you are the Leader, the next higher Member will become the new Leader. If you are the last member, the group will be deleted !","You are about to leave the group ! If you are the Leader, the next higher Member will become the new Leader. If you are the last member, the group will be deleted !","You are about to leave the group ! If you are the Leader, the next higher Member will become the new Leader. If you are the last member, the group will be deleted !",
"ag_center_map_on_player","Center Map on player on map open","Karte auf Spieler Zentrieren","Center Map on player on map open","Center Map on player on map open","Карта открыта на игроке","Wyśrodkuj mapę na graczu na otwartej mapie","Center Map on player on map open","Center Map on player on map open","Center Map on player on map open","Centré la carte sur le joueur","Center Map on player on map open","Center Map on player on map open","Center Map on player on map open","Center Map on player on map open",
"lb_displayname","Displayname","Anzeigename","Displayname","Displayname","Displayname","Wyświetl Nazwe","Displayname","Displayname","Displayname","Displayname","Displayname","Displayname","Displayname","Displayname",
"lb_1000m","1000m","1000m","1000m","1000m","1000m","1000m","1000m","1000m","1000m","1000m","1000m","1000m","1000m","1000m",
"lb_display_tags_in_chat","Display Group Tags in Chat","Gruppen Tags im Chat anzeigen","Display Group Tags in Chat","Display Group Tags in Chat","Display Group Tags in Chat","Wyświetlaj tagi grupowe na czacie","Display Group Tags in Chat","Display Group Tags in Chat","Display Group Tags in Chat","Display Group Tags in Chat","Display Group Tags in Chat","Display Group Tags in Chat","Display Group Tags in Chat","Display Group Tags in Chat",
"lb_display_tags_forced","Force Tags shown in Chat","Tags im Chat erzwingen","Force Tags shown in Chat","Force Tags shown in Chat","Force Tags shown in Chat","Wymuś wyświetlanie Tagów w Czacie","Force Tags shown in Chat","Force Tags shown in Chat","Force Tags shown in Chat","Force Tags shown in Chat","Force Tags shown in Chat","Force Tags shown in Chat","Force Tags shown in Chat","Force Tags shown in Chat",
"lb_enable_mutevote","Allow Players to mute for vote with ""!mutevote [PlayerName]""","Erlaube es den Spielern mit ""!mutevote [Spielername]"" abzustimmen","Allow Players to mute for vote with ""!mutevote [PlayerName]""","Allow Players to mute for vote with ""!mutevote [PlayerName]""","Allow Players to mute for vote with ""!mutevote [PlayerName]""","Zezwól graczom na wyciszenie głosu podczas głosowania ""!mutevote [PlayerName]""","Allow Players to mute for vote with ""!mutevote [PlayerName]""","Allow Players to mute for vote with ""!mutevote [PlayerName]""","Allow Players to mute for vote with ""!mutevote [PlayerName]""","Allow Players to mute for vote with ""!mutevote [PlayerName]""","Allow Players to mute for vote with ""!mutevote [PlayerName]""","Allow Players to mute for vote with ""!mutevote [PlayerName]""","Allow Players to mute for vote with ""!mutevote [PlayerName]""","Allow Players to mute for vote with ""!mutevote [PlayerName]""",
"lb_min_online_to_vote","Min Players online to start vote for mute: ","Minimale Spieler, um Vote zu starten: ","Min Players online to start vote for mute: ","Min Players online to start vote for mute: ","Min Players online to start vote for mute: ","Min Gracze online mogą rozpocząć głosowanie za wyciszeniem: ","Min Players online to start vote for mute: ","Min Players online to start vote for mute: ","Min Players online to start vote for mute: ","Min Players online to start vote for mute: ","Min Players online to start vote for mute: ","Min Players online to start vote for mute: ","Min Players online to start vote for mute: ","Min Players online to start vote for mute: ",
"lb_minutes_muted_after_vote","Minutes the player is muted after successful vote: ","Minuten, die ein Spieler gemuted ist nach erfolgreicher Abstimming: ","Minutes the player is muted after successful vote: ","Minutes the player is muted after successful vote: ","Minutes the player is muted after successful vote: ","Minuty, w których gracz jest wyciszany po udanym głosowaniu: ","Minutes the player is muted after successful vote: ","Minutes the player is muted after successful vote: ","Minutes the player is muted after successful vote: ","Minutes the player is muted after successful vote: ","Minutes the player is muted after successful vote: ","Minutes the player is muted after successful vote: ","Minutes the player is muted after successful vote: ","Minutes the player is muted after successful vote: ",
"lb_vote_successful_percentile","Min Players percentile to vote for mute: ","Prozent an Spieler für erfolgreichen Vote: ","Min Players percentile to vote for mute: ","Min Players percentile to vote for mute: ","Min Players percentile to vote for mute: ","Min. procent graczy, którzy głosują za wyciszeniem: ","Min Players percentile to vote for mute: ","Min Players percentile to vote for mute: ","Min Players percentile to vote for mute: ","Min Players percentile to vote for mute: ","Min Players percentile to vote for mute: ","Min Players percentile to vote for mute: ","Min Players percentile to vote for mute: ","Min Players percentile to vote for mute: ",
"lb_battleye_color","Battleye message colors: ","Battleye Nachrichten Farbe: ","Battleye message colors: ","Battleye message colors: ","Battleye message colors: ","Kolory wiadomości Battleye: ","Battleye message colors: ","Battleye message colors: ","Battleye message colors: ","Battleye message colors: ","Battleye message colors: ","Battleye message colors: ","Battleye message colors: ","Battleye message colors: ",
"lb_enable_bad_word_filter","Enable Bad Words Filter","Aktiviere Wort Filter","Enable Bad Words Filter","Enable Bad Words Filter","Enable Bad Words Filter","Włącz filtr słów zakazanych","Enable Bad Words Filter","Enable Bad Words Filter","Enable Bad Words Filter","Enable Bad Words Filter","Enable Bad Words Filter","Enable Bad Words Filter","Enable Bad Words Filter","Enable Bad Words Filter",
"lb_filter_block_or_replace","Block whole message when Filtered. Otherwise word is replaced with ***","Blockiere gesamte Nachricht falls gefiltert oder ersetze Wort mit ***","Block whole message when Filtered. Otherwise word is replaced with ***","Block whole message when Filtered. Otherwise word is replaced with ***","Block whole message when Filtered. Otherwise word is replaced with ***","Zablokuj całą wiadomość, gdy jest Filtrowana. W przeciwnym wypadku słowo zostanie zastąpione przez ***","Block whole message when Filtered. Otherwise word is replaced with ***","Block whole message when Filtered. Otherwise word is replaced with ***","Block whole message when Filtered. Otherwise word is replaced with ***","Block whole message when Filtered. Otherwise word is replaced with ***","Block whole message when Filtered. Otherwise word is replaced with ***","Block whole message when Filtered. Otherwise word is replaced with ***","Block whole message when Filtered. Otherwise word is replaced with ***","Block whole message when Filtered. Otherwise word is replaced with ***",
"lb_blocked_error_message","Blocked Error Message: ","Fehlermeldung falls blockiert: ","Blocked Error Message: ","Blocked Error Message: ","Blocked Error Message: ","Zablokowany komunikat o błędzie: ","Blocked Error Message: ","Blocked Error Message: ","Blocked Error Message: ","Blocked Error Message: ","Blocked Error Message: ","Blocked Error Message: ","Blocked Error Message: ","Blocked Error Message: ",
"lb_muted_minutes","Minutes muted after writing Bad Word. (0 = No mute): ","Gemuted für x Minuten nach schreiben von gefilterten Wörtern (0 = kein Mute): ","Minutes muted after writing Bad Word. (0 = No mute): ","Minutes muted after writing Bad Word. (0 = No mute): ","Minutes muted after writing Bad Word. (0 = No mute): ","Minuty wyciszone po napisaniu złego słowa. (0 = No mute): ","Minutes muted after writing Bad Word. (0 = No mute): ","Minutes muted after writing Bad Word. (0 = No mute): ","Minutes muted after writing Bad Word. (0 = No mute): ","Minutes muted after writing Bad Word. (0 = No mute): ","Minutes muted after writing Bad Word. (0 = No mute): ","Minutes muted after writing Bad Word. (0 = No mute): ","Minutes muted after writing Bad Word. (0 = No mute): ","Minutes muted after writing Bad Word. (0 = No mute): ",
"lb_list_of_bad_words","List of Bad Words","Liste an Gefilterten Wörtern","List of Bad Words","List of Bad Words","List of Bad Words","Lista złych słów","List of Bad Words","List of Bad Words","List of Bad Words","List of Bad Words","List of Bad Words","List of Bad Words","List of Bad Words","List of Bad Words",
"lb_bad_word","Bad Word: ","Gefiltertes Wort: ","Bad Word: ","Bad Word: ","Bad Word: ","Złe Słowa: ","Bad Word: ","Bad Word: ","Bad Word: ","Bad Word: ","Bad Word: ","Bad Word: ","Bad Word: ","Bad Word: ",
"lb_add_new_word","Add new Word","Neues Wort hinzufügen","Add new Word","Add new Word","Add new Word","Dodaj nowe Słowo","Add new Word","Add new Word","Add new Word","Add new Word","Add new Word","Add new Word","Add new Word","Add new Word",
"lb_remove_selected","Remove Selected","Markiertes Löschen","Remove Selected","Remove Selected","Remove Selected","Usuń Wybrane","Remove Selected","Remove Selected","Remove Selected","Remove Selected","Remove Selected","Remove Selected","Remove Selected","Remove Selected",
"lb_general_config","General Config","Generelle Konfiguration","General Config","General Config","General Config","Konfiguracja Ogólna","General Config","General Config","General Config","General Config","General Config","General Config","General Config","General Config",
"lb_channels","Channels","Kanäle","Channels","Channels","Channels","Kanały","Channels","Channels","Channels","Channels","Channels","Channels","Channels","Channels",
"lb_name","Name: ","Name: ","Name: ","Name: ","Name: ","Nazwa: ","Name: ","Name: ","Name: ","Name: ","Name: ","Name: ","Name: ","Name: ",
"lb_global","Global","Global","Global","Global","Global","Globalny","Global","Global","Global","Global","Global","Global","Global","Global",
"lb_direct","Direct","Direkt","Direct","Direct","Direct","Bezpośredni","Direct","Direct","Direct","Direct","Direct","Direct","Direct","Direct",
"lb_muted","Muted","Gemuted","Muted","Muted","Muted","Wyciszony","Muted","Muted","Muted","Muted","Muted","Muted","Muted","Muted",
"lb_create_new","Create New","Neu Erstellen","Create New","Create New","Create New","Utwórz Nowy","Create New","Create New","Create New","Create New","Create New","Create New","Create New","Create New",
"lb_delete_selected","Delete Selected","Löschen","Delete Selected","Delete Selected","Delete Selected","Usuń Wybrane","Delete Selected","Delete Selected","Delete Selected","Delete Selected","Delete Selected","Delete Selected","Delete Selected","Delete Selected",
"lb_prefix_groups","Prefix Groups","Prefix Gruppen","Prefix Groups","Prefix Groups","Prefix Groups","Grupy Prefiksów","Prefix Groups","Prefix Groups","Prefix Groups","Prefix Groups","Prefix Groups","Prefix Groups","Prefix Groups","Prefix Groups",
"lb_group_shown_prefix","shown Prefix: ","Angezeigter Prefix: ","shown Prefix: ","shown Prefix: ","shown Prefix: ","Pokazany Prefiks: ","shown Prefix: ","shown Prefix: ","shown Prefix: ","shown Prefix: ","shown Prefix: ","shown Prefix: ","shown Prefix: ","shown Prefix: ",
"lb_group_color","Color: ","Farbe: ","Color: ","Color: ","Color: ","Kolor: ","Color: ","Color: ","Color: ","Color: ","Color: ","Color: ","Color: ","Color: ",
